ts,bid_px,ask_px,bid_sz,ask_sz
1773754201239536091,246.53,253.18,200.0,100.0
1773754201239614425,246.53,260.79,200.0,200.0
1773754201241599174,253.12,260.79,100.0,200.0
1773754201242746718,246.53,260.79,200.0,200.0
1773754201243038957,253.12,260.79,100.0,200.0
1773754201244895774,246.53,260.79,200.0,200.0
1773754201245124651,253.12,260.79,100.0,200.0
1773754201248199101,246.53,260.79,200.0,200.0
1773754201253820040,253.11,260.79,100.0,200.0
1773754201253882143,253.11,260.79,200.0,200.0
1773754201253902571,253.11,260.79,100.0,200.0
1773754201253978277,246.53,260.79,200.0,200.0
1773754201276682810,246.53,260.79,200.0,200.0
1773754201282236793,253.15,260.79,100.0,200.0
1773754201282286082,253.14,260.79,100.0,200.0
1773754201282407512,246.53,260.79,200.0,200.0
1773754201282668459,253.12,260.79,100.0,200.0
1773754201282763824,246.53,260.79,200.0,200.0
1773754201283599350,253.07,260.79,100.0,200.0
1773754201283665747,246.53,260.79,200.0,200.0
1773754201283800868,253.07,260.79,100.0,200.0
1773754201284870267,253.07,260.79,200.0,200.0
1773754201284878463,253.07,260.79,100.0,200.0
1773754201285576972,246.53,260.79,200.0,200.0
1773754201285618791,253.08,260.79,100.0,200.0
1773754201286288331,246.53,260.79,200.0,200.0
1773754201292077480,253.11,260.79,100.0,200.0
1773754201292133100,246.53,260.79,200.0,200.0
1773754201292263602,253.11,260.79,100.0,200.0
1773754201292634887,253.11,253.25,100.0,100.0
1773754201293682757,246.53,253.25,200.0,100.0
1773754201293806954,253.12,253.25,100.0,100.0
1773754201294947358,253.12,260.79,100.0,200.0
1773754201312111420,246.53,260.79,200.0,200.0
1773754201312139476,253.1,260.79,100.0,200.0
1773754201342734026,253.1,253.25,100.0,100.0
1773754201343350268,253.1,260.79,100.0,200.0
1773754201343547055,253.18,260.79,100.0,200.0
1773754201343644101,253.1,260.79,100.0,200.0
1773754201343772844,246.53,260.79,200.0,200.0
1773754201370261210,246.53,260.79,200.0,200.0
1773754201389423110,253.1,260.79,100.0,200.0
1773754201389446313,253.1,253.28,100.0,100.0
1773754201389563545,246.53,253.28,200.0,100.0
1773754201389664946,253.13,253.28,100.0,100.0
1773754201390765611,253.13,260.79,100.0,200.0
1773754201390784256,253.13,260.79,200.0,200.0
1773754201390788603,253.13,260.79,100.0,200.0
1773754201391798081,246.53,260.79,200.0,200.0
1773754201391821614,253.16,260.79,100.0,200.0
1773754201408028317,246.53,260.79,200.0,200.0
1773754201408163751,253.16,260.79,100.0,200.0
1773754201408255370,246.53,260.79,200.0,200.0
1773754201408279666,253.14,260.79,100.0,200.0
1773754201408876629,253.09,260.79,100.0,200.0
1773754201408971349,246.53,260.79,200.0,200.0
1773754201409217605,246.53,253.24,200.0,100.0
1773754201409252969,253.08,253.24,100.0,100.0
1773754201409309042,253.08,260.79,100.0,200.0
1773754201409346866,253.08,253.24,100.0,100.0
1773754201409369095,246.53,253.24,200.0,100.0
1773754201409480025,246.53,260.79,200.0,200.0
1773754201409489582,253.08,260.79,100.0,200.0
1773754201450800286,253.08,253.16,100.0,100.0
1773754201451580312,253.08,260.79,100.0,200.0
1773754201453922298,246.53,260.79,200.0,200.0
1773754201454179241,246.53,253.18,200.0,100.0
1773754201454220387,253.08,253.18,100.0,100.0
1773754201454261320,253.08,260.79,100.0,200.0
1773754201454369680,253.08,253.22,100.0,100.0
1773754201454408825,246.53,253.22,200.0,100.0
1773754201454694076,246.53,260.79,200.0,200.0
1773754201472684157,246.53,253.22,200.0,100.0
1773754201472768194,246.53,260.79,200.0,200.0
1773754201472797520,246.53,253.22,200.0,100.0
1773754201473804450,246.53,260.79,200.0,200.0
1773754201473829140,246.53,253.22,200.0,100.0
1773754201474860572,246.53,260.79,200.0,200.0
1773754201474884419,246.53,253.21,200.0,100.0
1773754201483847433,246.53,260.79,200.0,200.0
1773754201483871805,253.1,260.79,100.0,200.0
1773754201485567836,246.53,260.79,200.0,200.0
1773754201485609852,253.11,260.79,100.0,200.0
1773754201486502137,246.53,260.79,200.0,200.0
1773754201486528028,253.11,260.79,100.0,200.0
1773754201487047383,246.53,260.79,200.0,200.0
1773754201487069493,253.11,260.79,100.0,200.0
1773754201488136873,246.53,260.79,200.0,200.0
1773754201488194182,253.13,260.79,100.0,200.0
1773754201488260448,253.13,260.79,200.0,200.0
1773754201488300475,253.13,260.79,100.0,200.0
1773754201489341701,246.53,260.79,200.0,200.0
1773754201489369841,253.13,260.79,100.0,200.0
1773754201490383901,246.53,260.79,200.0,200.0
1773754201490404707,253.16,260.79,100.0,200.0
1773754201491439832,246.53,260.79,200.0,200.0
1773754201522963495,246.53,253.25,200.0,100.0
1773754201523060696,246.53,260.79,200.0,200.0
1773754201648870273,246.53,253.3,200.0,100.0
1773754201654603501,246.53,253.25,200.0,100.0
1773754201654771631,246.53,260.79,200.0,200.0
1773754201670046242,246.53,253.27,200.0,100.0
1773754201674002245,246.53,260.79,200.0,200.0
1773754201674030788,246.53,253.27,200.0,100.0
1773754201674913086,246.53,260.79,200.0,200.0
1773754201674935293,246.53,253.27,200.0,100.0
1773754201676029759,246.53,260.79,200.0,200.0
1773754201676053544,246.53,253.26,200.0,100.0
1773754201699240430,246.53,260.79,200.0,200.0
1773754201734050910,246.53,253.27,200.0,100.0
1773754201781386159,246.53,260.79,200.0,200.0
1773754201818369274,246.53,253.27,200.0,100.0
1773754201818497076,246.53,253.22,200.0,100.0
1773754201818593190,246.53,260.79,200.0,200.0
1773754201818617108,246.53,253.22,200.0,100.0
1773754201819132949,246.53,260.79,200.0,200.0
1773754201819158878,246.53,253.21,200.0,100.0
1773754201819219766,246.53,260.79,200.0,200.0
1773754201819249003,246.53,253.21,200.0,100.0
1773754201820391624,246.53,260.79,200.0,200.0
1773754201820417852,246.53,253.21,200.0,100.0
1773754201821980923,246.53,260.79,200.0,200.0
1773754201822005919,246.53,253.2,200.0,100.0
1773754201839594542,246.53,260.79,200.0,200.0
1773754201839683182,246.53,253.2,200.0,100.0
1773754201839952240,246.53,260.79,200.0,200.0
1773754201839983812,246.53,253.2,200.0,100.0
1773754201841033058,246.53,260.79,200.0,200.0
1773754201841060871,246.53,253.2,200.0,100.0
1773754201842010988,246.53,260.79,200.0,200.0
1773754201842036428,246.53,253.19,200.0,100.0
1773754201843743774,246.53,253.2,200.0,100.0
1773754201845156013,246.53,260.79,200.0,200.0
1773754201845220304,246.53,253.2,200.0,100.0
1773754201845472502,246.53,260.79,200.0,200.0
1773754201850402704,246.53,253.2,200.0,100.0
1773754201903547349,246.53,253.2,200.0,100.0
1773754201903757937,246.53,260.79,200.0,200.0
1773754201903921412,246.53,253.18,200.0,100.0
1773754201903986298,246.53,253.18,200.0,200.0
1773754201904394826,246.53,253.18,200.0,100.0
1773754201904545027,246.53,260.79,200.0,200.0
1773754201904582949,246.53,260.79,200.0,200.0
1773754201905537076,246.53,253.13,200.0,100.0
1773754201905745832,246.53,260.79,200.0,200.0
1773754201905923570,246.53,253.11,200.0,100.0
1773754201906068979,246.53,253.11,200.0,200.0
1773754201906081584,246.53,253.11,200.0,100.0
1773754201906199987,246.53,260.79,200.0,200.0
1773754201906229127,246.53,253.11,200.0,100.0
1773754201907195974,246.53,260.79,200.0,200.0
1773754201907222279,246.53,253.11,200.0,100.0
1773754201907803980,246.53,253.03,200.0,100.0
1773754201908022082,246.53,253.05,200.0,100.0
1773754201908286947,246.53,260.79,200.0,200.0
1773754201908309834,246.53,253.03,200.0,100.0
1773754201908338940,246.53,260.79,200.0,200.0
1773754201908359260,246.53,253.05,200.0,100.0
1773754201908783064,250.0,253.05,100.0,100.0
1773754201910131764,250.0,253.01,100.0,100.0
1773754201910234988,250.0,253.05,100.0,100.0
1773754201910260975,250.0,260.79,100.0,200.0
1773754201910316975,250.0,253.02,100.0,100.0
1773754201910602397,250.0,253.0,100.0,100.0
1773754201912671898,250.0,252.95,100.0,100.0
1773754201912764200,250.0,252.95,100.0,200.0
1773754201912812275,250.0,252.95,100.0,100.0
1773754201913329349,250.0,260.79,100.0,200.0
1773754201913356441,250.0,252.94,100.0,100.0
1773754201914115253,250.0,260.79,100.0,200.0
1773754201914139061,250.0,252.95,100.0,100.0
1773754201916501911,250.0,260.79,100.0,200.0
1773754201916528907,250.0,252.9,100.0,100.0
1773754201920744772,250.0,253.88,100.0,100.0
1773754201942688361,250.0,252.9,100.0,100.0
1773754201943606744,250.0,253.88,100.0,100.0
1773754201977073079,252.83,253.88,100.0,100.0
1773754201977137595,250.0,253.88,100.0,100.0
1773754202000997581,252.84,253.88,100.0,100.0
1773754202004514439,252.85,253.88,100.0,100.0
1773754202004720565,252.85,253.88,200.0,100.0
1773754202004754997,252.85,253.88,100.0,100.0
1773754202004775846,250.0,253.88,100.0,100.0
1773754202004798664,252.84,253.88,100.0,100.0
1773754202005002717,250.0,253.88,100.0,100.0
1773754202005043263,252.85,253.88,100.0,100.0
1773754202005079698,252.84,253.88,100.0,100.0
1773754202005098689,250.0,253.88,100.0,100.0
1773754202006429481,252.83,253.88,100.0,100.0
1773754202007008131,250.0,253.88,100.0,100.0
1773754202007033897,252.83,253.88,100.0,100.0
1773754202007566616,250.0,253.88,100.0,100.0
1773754202007606408,252.83,253.88,100.0,100.0
1773754202008228540,250.0,253.88,100.0,100.0
1773754202008248444,252.84,253.88,100.0,100.0
1773754202049312887,250.0,253.88,100.0,100.0
1773754202049376475,252.84,253.88,100.0,100.0
1773754202054147329,250.0,253.88,100.0,100.0
1773754202055030942,252.88,253.88,100.0,100.0
1773754202055151492,250.0,253.88,100.0,100.0
1773754202131646264,250.0,253.88,100.0,100.0
1773754202134447164,250.0,252.92,100.0,100.0
1773754202134604111,250.0,253.88,100.0,100.0
1773754202135863560,250.0,253.88,100.0,100.0
1773754202146832974,252.86,253.88,100.0,100.0
1773754202146879794,250.0,253.88,100.0,100.0
1773754202146918743,252.86,253.88,100.0,100.0
1773754202146936216,250.0,253.88,100.0,100.0
1773754202153498246,250.0,252.93,100.0,100.0
1773754202154530354,252.83,252.93,100.0,100.0
1773754202155210646,250.0,252.93,100.0,100.0
1773754202155233785,252.83,252.93,100.0,100.0
1773754202155760566,250.0,252.93,100.0,100.0
1773754202155786440,252.83,252.93,100.0,100.0
1773754202156607338,250.0,252.93,100.0,100.0
1773754202156631740,252.84,252.93,100.0,100.0
1773754202170277697,250.0,252.93,100.0,100.0
1773754202186930378,252.84,252.93,100.0,100.0
1773754202187165759,250.0,252.93,100.0,100.0
1773754202248907925,252.84,252.93,100.0,100.0
1773754202261878031,252.84,253.88,100.0,100.0
1773754202262159791,252.84,252.93,100.0,100.0
1773754202266628279,252.84,253.88,100.0,100.0
1773754202266722670,250.0,253.88,100.0,100.0
1773754202266758179,252.84,253.88,100.0,100.0
1773754202267286110,250.0,253.88,100.0,100.0
1773754202267315815,252.84,253.88,100.0,100.0
1773754202268368329,250.0,253.88,100.0,100.0
1773754202268394519,252.84,253.88,100.0,100.0
1773754202269263248,250.0,253.88,100.0,100.0
1773754202269287887,252.84,253.88,100.0,100.0
1773754202269865504,250.0,253.88,100.0,100.0
1773754202269889428,252.85,253.88,100.0,100.0
1773754202316450861,250.0,253.88,100.0,100.0
1773754202316478816,250.0,252.93,100.0,100.0
1773754202317356713,252.84,252.93,100.0,100.0
1773754202344928778,252.84,253.88,100.0,100.0
1773754202415740359,252.84,252.93,100.0,100.0
1773754202416460434,250.0,252.93,100.0,100.0
1773754202417241262,252.84,252.93,100.0,100.0
1773754202422016473,250.0,252.93,100.0,100.0
1773754202434882098,252.84,252.93,100.0,100.0
1773754202435256487,250.0,252.93,100.0,100.0
1773754202435495607,252.84,252.93,100.0,100.0
1773754202448784912,250.0,252.93,100.0,100.0
1773754202462848408,252.84,252.93,100.0,100.0
1773754202482025751,252.84,253.88,100.0,100.0
1773754202482531789,252.84,253.88,100.0,100.0
1773754202562144285,250.0,253.88,100.0,100.0
1773754202562443050,252.84,253.88,100.0,100.0
1773754202562507983,252.84,252.93,100.0,100.0
1773754202562601321,250.0,252.93,100.0,100.0
1773754202562622399,250.0,253.88,100.0,100.0
1773754202562646191,250.0,252.92,100.0,100.0
1773754202563277513,250.0,253.88,100.0,100.0
1773754202563320758,250.0,252.93,100.0,100.0
1773754202563356484,252.83,252.93,100.0,100.0
1773754202564046685,250.0,252.93,100.0,100.0
1773754202564074588,252.83,252.93,100.0,100.0
1773754202565017379,250.0,252.93,100.0,100.0
1773754202565043124,252.84,252.93,100.0,100.0
1773754202570798677,252.84,253.88,100.0,100.0
1773754202871810658,250.0,253.88,100.0,100.0
1773754202871834753,250.0,252.93,100.0,100.0
1773754202913388456,250.0,252.9,100.0,100.0
1773754202913484060,250.0,252.9,100.0,200.0
1773754202913514861,250.0,252.9,100.0,100.0
1773754202913579516,250.0,253.88,100.0,100.0
1773754202913624880,250.0,252.91,100.0,100.0
1773754202914302433,250.0,253.88,100.0,100.0
1773754202914327425,250.0,252.89,100.0,100.0
1773754202915364141,250.0,253.88,100.0,100.0
1773754202915406427,250.0,252.91,100.0,100.0
1773754202917334992,250.0,253.88,100.0,100.0
1773754202917375971,250.0,252.9,100.0,100.0
1773754202943445806,250.0,253.88,100.0,100.0
1773754202943515082,250.0,252.91,100.0,100.0
1773754202953266815,250.0,252.9,100.0,100.0
1773754202953358900,250.0,252.9,100.0,200.0
1773754202953398835,250.0,252.9,100.0,100.0
1773754202953505049,250.0,253.88,100.0,100.0
1773754202953550148,250.0,252.9,100.0,100.0
1773754202953751338,250.0,253.88,100.0,100.0
1773754202953778745,250.0,252.9,100.0,100.0
1773754202954215250,250.0,252.9,100.0,200.0
1773754202954273230,250.0,252.9,100.0,100.0
1773754202954544684,250.0,253.88,100.0,100.0
1773754202954614167,250.0,252.9,100.0,100.0
1773754202954830505,250.0,252.9,100.0,200.0
1773754202954868346,250.0,252.9,100.0,100.0
1773754202954893242,250.0,252.9,100.0,200.0
1773754202954977736,250.0,252.9,100.0,100.0
1773754202955018406,250.0,253.88,100.0,100.0
1773754202955044572,250.0,252.83,100.0,100.0
1773754202955351479,250.0,253.88,100.0,100.0
1773754202955429322,250.0,252.83,100.0,100.0
1773754202955690125,250.0,253.88,100.0,100.0
1773754202994468430,250.0,252.86,100.0,100.0
1773754202994563242,250.0,253.88,100.0,100.0
1773754202994592719,250.0,252.86,100.0,100.0
1773754202994614172,250.0,253.88,100.0,100.0
1773754202994657045,250.0,252.86,100.0,100.0
1773754202994675619,250.0,253.88,100.0,100.0
1773754202994701066,250.0,252.86,100.0,100.0
1773754202994721161,250.0,253.88,100.0,100.0
1773754202994746683,250.0,252.86,100.0,100.0
1773754202994801116,250.0,252.86,100.0,200.0
1773754202994807955,250.0,252.86,100.0,100.0
1773754202996539274,250.0,253.88,100.0,100.0
1773754202996576999,250.0,252.85,100.0,100.0
1773754203010765996,250.0,252.84,100.0,100.0
1773754203010938200,250.0,252.84,100.0,200.0
1773754203011015805,250.0,252.84,100.0,100.0
1773754203011148399,252.74,252.84,100.0,100.0
1773754203011338020,252.74,253.88,100.0,100.0
1773754203011353848,250.0,253.88,100.0,100.0
1773754203011523739,252.76,253.88,100.0,100.0
1773754203011601623,252.76,252.85,100.0,100.0
1773754203011637644,252.76,253.88,100.0,100.0
1773754203011917420,250.0,253.88,100.0,100.0
1773754203011947539,252.77,253.88,100.0,100.0
1773754203012024847,250.0,253.88,100.0,100.0
1773754203012063995,252.76,253.88,100.0,100.0
1773754203012117017,250.0,253.88,100.0,100.0
1773754203012311737,252.76,253.88,100.0,100.0
1773754203012349419,250.0,253.88,100.0,100.0
1773754203012373730,252.78,253.88,100.0,100.0
1773754203012723596,250.0,253.88,100.0,100.0
1773754203014027022,250.0,252.88,100.0,100.0
1773754203014180710,250.0,253.88,100.0,100.0
1773754203014307918,250.0,252.88,100.0,100.0
1773754203014371596,250.0,253.88,100.0,100.0
1773754203014415604,250.0,252.88,100.0,100.0
1773754203027583960,250.0,253.88,100.0,100.0
1773754203027635953,252.81,253.88,100.0,100.0
1773754203027663247,252.81,252.9,100.0,100.0
1773754203029917232,250.0,252.9,100.0,100.0
1773754203079079083,250.0,253.88,100.0,100.0
1773754203079109138,250.0,252.89,100.0,100.0
1773754203079395862,250.0,253.88,100.0,100.0
1773754203079709838,252.82,253.88,100.0,100.0
1773754203079873894,250.0,253.88,100.0,100.0
1773754203079931293,252.82,253.88,100.0,100.0
1773754203080078615,250.0,253.88,100.0,100.0
1773754203088328400,250.0,252.88,100.0,100.0
1773754203088413692,250.0,253.88,100.0,100.0
1773754203088439870,252.78,253.88,100.0,100.0
1773754203088465086,252.78,252.88,100.0,100.0
1773754203158710667,252.78,253.88,100.0,100.0
1773754203166604857,252.78,252.88,100.0,100.0
1773754203263203427,252.75,252.88,100.0,100.0
1773754203263283373,252.75,252.88,200.0,100.0
1773754203263288839,252.75,252.88,100.0,100.0
1773754203263675488,250.0,252.88,100.0,100.0
1773754203263715993,250.0,253.35,100.0,100.0
1773754203263774825,250.0,252.86,100.0,100.0
1773754203263814545,252.75,252.86,100.0,100.0
1773754203264145780,250.0,252.86,100.0,100.0
1773754203264187347,252.75,252.86,100.0,100.0
1773754203264872301,252.75,253.35,100.0,100.0
1773754203264899053,252.75,252.86,100.0,100.0
1773754203266132604,252.75,253.35,100.0,100.0
1773754203266158829,252.75,252.85,100.0,100.0
1773754203322927439,252.72,252.85,100.0,100.0
1773754203323219029,250.0,252.85,100.0,100.0
1773754203323254904,252.72,252.85,100.0,100.0
1773754203324314046,250.0,252.85,100.0,100.0
1773754203324333524,252.72,252.85,100.0,100.0
1773754203325426589,250.0,252.85,100.0,100.0
1773754203325453524,252.73,252.85,100.0,100.0
1773754203325570013,250.0,252.85,100.0,100.0
1773754203325597802,252.73,252.85,100.0,100.0
1773754203326475329,250.0,252.85,100.0,100.0
1773754203326500062,252.73,252.85,100.0,100.0
1773754203327377737,250.0,252.85,100.0,100.0
1773754203327401125,252.74,252.85,100.0,100.0
1773754203396827239,252.73,252.85,100.0,100.0
1773754203397092974,250.0,252.85,100.0,100.0
1773754203397214638,250.0,253.35,100.0,100.0
1773754203397258671,250.0,252.84,100.0,100.0
1773754203397478732,252.72,252.84,100.0,100.0
1773754203397512799,250.0,252.84,100.0,100.0
1773754203397712808,250.0,252.83,100.0,100.0
1773754203397774865,250.0,252.83,100.0,200.0
1773754203397808584,250.0,252.83,100.0,100.0
1773754203398124143,250.0,253.35,100.0,100.0
1773754203398237494,250.0,252.83,100.0,100.0
1773754203398601695,250.0,252.83,100.0,200.0
1773754203398632406,250.0,252.83,100.0,100.0
1773754203398658842,250.0,252.83,100.0,200.0
1773754203398692732,250.0,252.83,100.0,100.0
1773754203398776046,250.0,252.83,100.0,200.0
1773754203398783137,250.0,252.83,100.0,100.0
1773754203399223787,250.0,253.35,100.0,100.0
1773754203399254590,250.0,252.72,100.0,100.0
1773754203399549874,250.0,252.69,100.0,100.0
1773754203399659357,250.0,252.72,100.0,100.0
1773754203399677073,250.0,253.35,100.0,100.0
1773754203399720869,250.0,252.7,100.0,100.0
1773754203399780222,250.0,253.35,100.0,100.0
1773754203399859675,252.64,253.35,100.0,100.0
1773754203400151810,250.0,253.35,100.0,100.0
1773754203400179424,252.64,253.35,100.0,100.0
1773754203400783099,250.0,253.35,100.0,100.0
1773754203400809030,252.64,253.35,100.0,100.0
1773754203401710004,250.0,253.35,100.0,100.0
1773754203401737983,252.64,253.35,100.0,100.0
1773754203402380145,250.0,253.35,100.0,100.0
1773754203402407043,252.64,253.35,100.0,100.0
1773754203402951820,250.0,253.35,100.0,100.0
1773754203402977724,252.64,253.35,100.0,100.0
1773754203403661559,250.0,253.35,100.0,100.0
1773754203403685875,252.64,253.35,100.0,100.0
1773754203404639939,250.0,253.35,100.0,100.0
1773754203404664643,252.65,253.35,100.0,100.0
1773754203412818830,252.66,253.35,100.0,100.0
1773754203412934831,252.66,253.35,200.0,100.0
1773754203412963632,252.66,253.35,100.0,100.0
1773754203413517574,250.0,253.35,100.0,100.0
1773754203413567635,252.66,253.35,100.0,100.0
1773754203415001283,250.0,253.35,100.0,100.0
1773754203415025679,252.67,253.35,100.0,100.0
1773754203417092446,250.0,253.35,100.0,100.0
1773754203417128172,250.0,252.73,100.0,100.0
1773754203417416220,250.0,252.74,100.0,100.0
1773754203417514450,250.0,253.35,100.0,100.0
1773754203417615484,250.0,252.74,100.0,100.0
1773754203418477006,250.0,253.35,100.0,100.0
1773754203418700814,252.66,253.35,100.0,100.0
1773754203419380479,250.0,253.35,100.0,100.0
1773754203419405841,252.66,253.35,100.0,100.0
1773754203420403568,250.0,253.35,100.0,100.0
1773754203420476092,252.67,253.35,100.0,100.0
1773754203422500090,252.67,252.76,100.0,100.0
1773754203422565899,252.67,253.35,100.0,100.0
1773754203439997662,252.67,252.75,100.0,100.0
1773754203442078142,252.67,252.76,100.0,100.0
1773754203442296149,252.66,252.76,100.0,100.0
1773754203442381230,252.66,253.35,100.0,100.0
1773754203442458897,252.66,252.77,100.0,100.0
1773754203442479754,252.66,253.35,100.0,100.0
1773754203442503764,252.66,252.76,100.0,100.0
1773754203443549283,252.66,253.35,100.0,100.0
1773754203443568661,250.0,253.35,100.0,100.0
1773754203443596296,252.66,253.35,100.0,100.0
1773754203443622746,252.66,252.76,100.0,100.0
1773754203444660496,250.0,252.76,100.0,100.0
1773754203444678895,250.0,253.35,100.0,100.0
1773754203444705472,250.0,252.75,100.0,100.0
1773754203444725765,252.67,252.75,100.0,100.0
1773754203494675439,250.0,252.75,100.0,100.0
1773754203495200385,252.67,252.75,100.0,100.0
1773754203495221475,250.0,252.75,100.0,100.0
1773754203503141743,252.67,252.75,100.0,100.0
1773754203503740760,250.0,252.75,100.0,100.0
1773754203526137506,250.0,253.35,100.0,100.0
1773754203540320272,250.0,252.75,100.0,100.0
1773754203546955361,250.0,252.73,100.0,100.0
1773754203547065636,250.0,253.35,100.0,100.0
1773754203547090959,250.0,252.74,100.0,100.0
1773754203547433412,250.0,253.35,100.0,100.0
1773754203547453476,250.0,252.73,100.0,100.0
1773754203547472362,250.0,253.35,100.0,100.0
1773754203547495077,250.0,252.74,100.0,100.0
1773754203547798643,250.0,253.35,100.0,100.0
1773754203547820473,250.0,252.73,100.0,100.0
1773754203551561488,250.0,253.35,100.0,100.0
1773754203551651951,250.0,252.74,100.0,100.0
1773754203551910046,250.0,253.35,100.0,100.0
1773754203551946853,250.0,252.76,100.0,100.0
1773754203554011418,250.0,253.35,100.0,100.0
1773754203554051613,250.0,252.74,100.0,100.0
1773754203573241959,250.0,252.72,100.0,100.0
1773754203573503150,250.0,252.73,100.0,100.0
1773754203573726457,250.0,253.35,100.0,100.0
1773754203573763636,250.0,252.72,100.0,100.0
1773754203573795071,250.0,253.35,100.0,100.0
1773754203573819282,250.0,252.73,100.0,100.0
1773754203574086848,250.0,253.35,100.0,100.0
1773754203574109417,250.0,252.72,100.0,100.0
1773754203577480902,250.0,252.75,100.0,100.0
1773754203577758726,250.0,253.35,100.0,100.0
1773754203577790922,250.0,252.75,100.0,100.0
1773754203577815379,250.0,253.35,100.0,100.0
1773754203577842416,250.0,252.75,100.0,100.0
1773754203578041414,250.0,253.35,100.0,100.0
1773754203578065764,250.0,252.75,100.0,100.0
1773754203578271291,250.0,253.35,100.0,100.0
1773754203578295871,250.0,252.75,100.0,100.0
1773754203578335702,250.0,253.35,100.0,100.0
1773754203578361420,250.0,252.75,100.0,100.0
1773754203578866643,250.0,253.35,100.0,100.0
1773754203578892159,250.0,252.75,100.0,100.0
1773754203579519018,250.0,252.75,100.0,200.0
1773754203579526234,250.0,252.75,100.0,100.0
1773754203580520573,250.0,253.35,100.0,100.0
1773754203580543652,250.0,252.72,100.0,100.0
1773754203581340217,250.0,253.35,100.0,100.0
1773754203581365353,250.0,252.74,100.0,100.0
1773754203591987324,250.0,253.35,100.0,100.0
1773754203637139340,252.67,253.35,100.0,100.0
1773754203642460880,250.0,253.35,100.0,100.0
1773754203689913743,250.0,252.72,100.0,100.0
1773754203690046351,250.0,253.35,100.0,100.0
1773754203690081210,250.0,252.72,100.0,100.0
1773754203690122610,252.6,252.72,100.0,100.0
1773754203690156937,252.6,253.35,100.0,100.0
1773754203690185940,252.6,252.72,100.0,100.0
1773754203690203516,252.6,253.35,100.0,100.0
1773754203690230853,252.6,252.72,100.0,100.0
1773754203690259272,250.0,252.72,100.0,100.0
1773754203690449751,250.0,253.35,100.0,100.0
1773754203690476437,250.0,252.72,100.0,100.0
1773754203691529011,250.0,253.35,100.0,100.0
1773754203691555139,250.0,252.7,100.0,100.0
1773754203692096239,250.0,253.35,100.0,100.0
1773754203692123575,250.0,252.7,100.0,100.0
1773754203693129136,250.0,253.35,100.0,100.0
1773754203693154260,250.0,252.7,100.0,100.0
1773754203693950998,250.0,253.35,100.0,100.0
1773754203693975674,250.0,252.69,100.0,100.0
1773754203693990294,252.6,252.69,100.0,100.0
1773754203697136629,250.0,252.69,100.0,100.0
1773754203710843760,252.59,252.69,100.0,100.0
1773754203711877607,250.0,252.69,100.0,100.0
1773754203711894768,252.59,252.69,100.0,100.0
1773754203712121800,252.59,252.7,100.0,100.0
1773754203712867732,252.59,253.35,100.0,100.0
1773754203712892059,252.6,253.35,100.0,100.0
1773754203712928642,252.6,252.7,100.0,100.0
1773754203714004858,252.6,252.7,100.0,200.0
1773754203714011833,252.6,252.7,100.0,100.0
1773754203715114297,252.6,253.35,100.0,100.0
1773754203715140549,252.6,252.69,100.0,100.0
1773754203755555366,252.6,252.7,100.0,100.0
1773754203756383287,252.6,253.35,100.0,100.0
1773754203756411794,252.6,252.7,100.0,100.0
1773754203757089617,252.6,253.35,100.0,100.0
1773754203757115504,252.6,252.7,100.0,100.0
1773754203757728646,252.6,253.35,100.0,100.0
1773754203807803953,252.6,252.69,100.0,100.0
1773754203833698377,252.6,252.7,100.0,100.0
1773754203834952796,252.6,253.35,100.0,100.0
1773754203878804973,252.6,252.7,100.0,100.0
1773754203878833978,250.0,252.7,100.0,100.0
1773754203878937725,252.61,252.7,100.0,100.0
1773754203880815163,252.61,252.71,100.0,100.0
1773754203880938703,252.6,252.71,100.0,100.0
1773754203881184164,252.6,253.35,100.0,100.0
1773754203881211883,252.6,252.75,100.0,100.0
1773754203881282250,252.6,253.35,100.0,100.0
1773754203881310427,252.6,252.71,100.0,100.0
1773754203882201557,250.0,252.71,100.0,100.0
1773754203882228230,250.0,253.35,100.0,100.0
1773754203882255738,250.0,252.71,100.0,100.0
1773754203882283992,252.6,252.71,100.0,100.0
1773754203883282996,252.6,253.35,100.0,100.0
1773754203883303572,250.0,253.35,100.0,100.0
1773754203883331125,252.6,253.35,100.0,100.0
1773754203883356114,252.6,252.7,100.0,100.0
1773754203884385460,250.0,252.7,100.0,100.0
1773754203884409955,252.61,252.7,100.0,100.0
1773754203899073345,252.61,253.35,100.0,100.0
1773754203900303596,250.0,253.35,100.0,100.0
1773754203900443448,252.64,253.35,100.0,100.0
1773754203900476889,250.0,253.35,100.0,100.0
1773754203900503728,252.64,253.35,100.0,100.0
1773754203900576298,250.0,253.35,100.0,100.0
1773754203900630637,252.64,253.35,100.0,100.0
1773754203900787258,250.0,253.35,100.0,100.0
1773754203900810361,252.64,253.35,100.0,100.0
1773754203902488355,252.63,253.35,100.0,100.0
1773754203902679268,250.0,253.35,100.0,100.0
1773754203902700571,250.0,252.8,100.0,100.0
1773754203902729006,252.63,252.8,100.0,100.0
1773754203902748180,252.63,253.35,100.0,100.0
1773754203902806141,250.0,253.35,100.0,100.0
1773754203902845881,250.0,252.8,100.0,100.0
1773754203902867698,252.63,252.8,100.0,100.0
1773754203902898128,252.63,253.35,100.0,100.0
1773754203902920974,252.63,252.78,100.0,100.0
1773754203902984318,250.0,252.78,100.0,100.0
